Name	StrHausNr	PLZ	Ort	Bettenanzahl
Krankenhaus Maria Hilf	Klosterstraße 2	50126	Bergheim	265
Dreifaltigkeits-Hospital	Klosterstrasse 31	59555	Lippstadt	375
Elisabeth-Krankenhaus	Klosterstraße 4	49832	Thuine	170
Klinik Klosterstraße Gbr.	Klosterstraße 63-65	24534	Neumünster	23
Kreiskrankenhaus Worbis	Klosterstraße 7	37355	Reifenstein	205
DRK-Krankenhaus	Klützer Strasse 6	23932	Grevesmühlen	241
Fachklinik Haselbach	Kneipp-Str 5	94354	Haselbach	34
Kinderzentrum Maulbronn	Knittlinger Steige 21	75433	Maulbronn	36
Kreiskrankenhaus Mosbach	Knopfweg 1	74821	Mosbach	270
St Josef-Krankenhaus	Koblenzer Str 23	54411	Hermeskeil	245
St Elisabeth Krankenhaus	Koblenzer Str 91	54516	Wittlich	420
Krankenhaus d Barmherzigen	Koblenzer Strasse 11-13	56410	Montabaur	189
Kreiskrankenhaus Gaildorf	Kochstr 19	74405	Gaildorf	85
Bundeswehrkrankenhaus	Koeferinger Str 1 Posf 830	92224	Amberg	81
Alexianer-Krankenhaus	Koelner Str 64	51149	Köln	175
Rhein Landesklinik	Koelner Str 82	40764	Langenfeld	522
Staatl Rheumakrankenhaus	Koenig-Karl-Str 5	75323	Bad Wildbad	100
Krankenhaus	Koenigstr 100	42929	Wermelskirchen	203
Staedt.Krankenhaus	Koenigstr.57	72108	Rottenburg	68
Immanuel-Krankenhaus	Koenigstrasse 63	14109	Berlin	222
Kreiskrankenhaus Werdau	Koenigswalder Strasse 18	8412	Werdau	225
Rotes Kreuz Krankenhaus	Koenigswarterstr 14-26	60316	Frankfurt	251
Kreiskrankenhaus	Koesinger Str 11	73450	Neresheim	24
Kreiskrankenhaus	Koethener Strasse 13	39218	Schönebeck	429
St.-Johannes-Hospital	Kölnstraße 54	53111	Bonn	200
Königswarter Krankenhaus	Königsberger Str.36 A	12207	Berlin	184
Anstalt für Chronischkranke	Königstr 25-27	14109	Berlin	78
Orthopädische Klinik	Königstraße 37	30175	Hannover	36
St.-Elisabeth-Krankenhaus	Königsweg 8-12	24103	Kiel	100
St Elisabeth-Hospital	Konrad-Adenauer-Ring	33330	Gütersloh	407
Frauenklinik Dr Koschade	Konrad-Adenauer-Str 30	85221	Dachau	74
Medizinische Hochschule	Konstanty-Gutschow-Straße 8	30625	Hannover	1409
Margarethen-Klinik	Konsul-Lorentzen-Straße 3	24376	Kappeln	42
Kliniken Dr Erler Gmbh	Kontumazgarten 4-18	90429	Nürnberg	235
Achenbach-Kreiskrankenhaus	Köpenicker Str 29	15711	Königs Wusterhausen	447
Bundeswehrkrankenhaus	Kopperpahler Allee 120	24119	Kronshagen	29
Kreiskrankenhaus Goslar	Kösliner Straße 12	38642	Goslar	397
Krankenhaus Tabea Gmbh	Kösterbergstraße 32	22587	Hamburg	125
Max Planck Institut	Kraepelinstr 10	80804	München	120
Landeswohlfahrtsverband	Kraepelinweg 1-3	61381	Friedrichsdorf	415
Staedt Krankenanstalten	Krankenhaus-Str 2	55743	Idar-Oberstein	502
Krankenanst Krs Miltenberg	Krankenhaus Strasse 41	63906	Erlenbach	331
Kreiskrankenhaus	Krankenhausstr	92249	Vilseck	55
Gemeindekrankenhaus	Krankenhausstr 1	83413	Fridolfing	46
Kreiskrankenhaus	Krankenhausstr 1	84453	Mühldorf	307
Kreiskrankenhaus	Krankenhausstr 1	84489	Burghausen	249
Kreiskrankenhaus	Krankenhausstr 1	91275	Auerbach	80
Kreiskrankenhaus	Krankenhausstr 10	67806	Rockenhausen	156
Kreiskrankenhaus	Krankenhausstr 11	64823	Groß-Umstadt	300
Kreiskrankenhaus Aichach	Krankenhausstr 11	86551	Aichach	50
Kreiskrankenhaus Aichach	Krankenhausstr 11	86551	Aichach	146
Kreiskrankenhaus Aichach	Krankenhausstr 11	86551	Aichach	100
Kreiskrankenaus	Krankenhausstr 12	93149	Nittenau	70
Zweckverband Krankenhaus	Krankenhausstr 12	94501	Aidenbach	48
Anstalten d Landkrs Dachau	Krankenhausstr 15	85221	Dachau	338
Kreiskrankenhaus	Krankenhausstr 16	92237	Sulzbach-Rosenberg	196
Gemeindekrankenhaus	Krankenhausstr 16	94130	Obernzell	48
St Antonius-Krankenhaus	Krankenhausstr 17	48477	Hörstel	50
Kreiskrankenhaus	Krankenhausstr 2	23795	Bad Segeberg	268
Kreiskrankenhaus	Krankenhausstr 2	83512	Wasserburg	198
Kreiskrankenhaus	Krankenhausstr 2	93086	Wörth	105
Orthop Fachklinik	Krankenhausstr 230	94374	Schwarzach	105
Kreiskrankenhaus	Krankenhausstr 25	92507	Nabburg	153
Stiftungs-Krankenhaus	Krankenhausstr 3	92334	Berching	47
Kreiskrankenhaus	Krankenhausstr 3	93449	Waldmünchen	70
Kreiskrankenhaus	Krankenhausstr 3 A	92431	Neunburg	70
Kreiskrankenhaus	Krankenhausstr 4	83527	Haag	140
Kreiskrankenhaus	Krankenhausstr 6	84066	Mallersdorf-Pfaffenberg	212
Staedt Krankenhaus	Krankenhausstr 7	52525	Heinsberg	224
Kreiskrankenhaus	Krankenhausstr 7	83607	Holzkirchen	78
Kreiskrankenhaus	Krankenhausstr 7	89257	Illertissen	194
Kreiskrankenhaus	Krankenhausstr 70	85276	Pfaffenhofen	250
Kreiskrankenhaus	Krankenhausstr 8	74613	Öhringen	180
Kreiskrankenhaus	Krankenhausstr 8	94474	Vilshofen	135
Clemens-August-Krankenhaus	Krankenhausstr.1	54634	Bitburg	340
Kreiskrankenhaus	Krankenhausstraße 1	91781	Weißenburg	202
St Josefs-Krankenhaus	Krankenhausstrasse 143	66679	Losheim	140
Krankenhaus Langenberg	Krankenhausstrasse 17	42555	Velbert	91
Kreiskrankenhaus Koesching	Krankenhausstrasse 19	85092	Kösching	225
Klinikum Niederlausitz Gmbh	Krankenhausstrasse 2	1998	Klettwitz	206
Kreiskrankenhaus	Krankenhausstrasse 2	84137	Vilsbiburg	200
Gemeindekrankenhaus	Krankenhausstrasse 20	83569	Vogtareuth	122
Krankenhausbetrieb Des	Krankenhausstrasse 27	34613	Schwalmstadt	168
Krankenhausbetrieb Des	Krankenhausstrasse 27	34613	Schwalmstadt	96
Krankenhausbetrieb Des	Krankenhausstrasse 27	34613	Schwalmstadt	282
Kreiskrankenhaus Rottweil	Krankenhausstrasse 30	78628	Rottweil	294
Sana-Krankenhaus	Krankenhausstrasse 42	50354	Hürth	140
Kreiskrankenhaus	Krankenhausstrasse 5	92681	Erbendorf	65
Kreiskrankenhaus Lobenstein	Krankenhausstrasse 7	7368	Ebersdorf	133
Theresien-Hospital	Krankenhausstraße 8	49219	Glandorf	45
Spezialklinik Neukirchen	Krankenhausstrasse 9	93453	Neukirchen	190
Kreiskrankenhaus Moosburg	Krankenhausweg 10	85368	Moosburg	72
Landratsamt Nuernberg Land	Krankenhausweg 17	91220	Schnaittach	50
Kreiskrankenhaus	Krankenhausweg 2	37627	Stadtoldendorf	127
Staedt Krankenhaus	Krankenhausweg 22	55774	Baumholder	53
Kreiskrankenhaus Ochsenhau-	Krankenhausweg 28	88416	Ochsenhausen	80
Fachkrankenhaus Nordfries-	Krankenhausweg 3	25821	Bredstedt	39
Krankenhaus Annaheim	Krankenhausweg 7	48465	Schüttorf	50
Kath. Krankenhaus Marienheim	Krankenhausweg 8	49762	Lathen	35
Kreiskrankenhaus	Kratzberg 1	36199	Rotenburg an der Fulda	207
St.-Rochus-Krankenhaus	Kratzengasse 4	64807	Dieburg	182
Johanniter-Krankenhaus	Kreuzacker 1-7	47228	Duisburg	380
Parkinson-Klinik Wolfach	Kreuzbergstrasse 12-16	77709	Wolfach	58
Krankenanstalt des Diakonie-	Kreuzbergstraße 79	40489	Düsseldorf	624
Drk-Krankenhaus Alzey-Worms	Kreuznacher Str 7-9	55232	Alzey	168
Evangelisches Krankenhaus	Kreuzstraße 28	46535	Dinslaken	410
Stadt Stuttgart	Kriegsbergstr 60	70174	Stuttgart	1035
Kreiskrankenhaus	Kronacher-Str 26	95346	Stadtsteinach	100
Kliniken d Main-Taunus-Krs	Kronberger Str 36	65812	Bad Soden	507
Städtisches Krankenhaus Süd	Kronsforder Allee 71-73	23560	Lübeck	388
Fachklinik Ichenhausen	Krumbacher Str 45	89335	Ichenhausen	50
Klinikum Ingolstadt	Krumenauerstr 25	85049	Ingolstadt	1036
Krankenhaus St Michael	Kuehlweinstr 103	66333	Völklingen	222
Gertrudis-Hospital	Kuhstr 23	45701	Herten	170
Klinik Herzoghoehe	Kulmbacher Strasse 103	95445	Bayreuth	20
St Marien-Hospital	Kunibertkloster 11	50667	Köln	210
Krankenhaus Teutschenthal	Kurallee 6-9	6179	Teutschenthal	85
Kreiskrankenhaus - Hessen-	Kurfuerstenstr 17	36381	Schlüchtern	210
Krankenhaus St Elisabeth	Kurfuerstenstr 22	52428	Jülich	254
St Josefs Hospital	Kurfuerstenstrasse 69	47829	Krefeld	303
Mosel-Eifel-Klinik	Kurfürstenstraße	56864	Bad Bertrich	115
Dominikus-Krankenhaus Gmbh	Kurhausstr.30-34	13467	Berlin	261
Segeberger Kliniken GmbH	Kurhausstraße 81	23795	Bad Segeberg	30
St.- Elisabeth-Krankenhaus	Kurler Strasse 130	44319	Dortmund	156
Karl-Hansen-Klinik	Kurparkstr 6	33175	Bad Lippspringe	292
Kreiskrankenhaus	Kursdorfer Strasse 50	4435	Schkeuditz	215
Klinik Markgroeningen	Kurt-Lindemann-Weg 10	71706	Markgröningen	174
Klinik Endorf	Kurzentrum	83093	Bad Endorf	55
Kreiskrankenhaus Bernburg	Kustrenaer Strasse 98	6406	Bernburg	455
Kreiskrankenhaus Wurzen	Kutusowstrasse 70	4808	Wurzen	285
Kinderkrankenhaus An Der	Lachnerstr 39	80639	München	150
Kreiskrankenhaus Bernau	Ladeburger Chaussee 3-5	16321	Bernau	223
Krankenhaus Des	Lafontainestrasse 15	6114	Halle	222
Fachklinik Holte-Lastrup	Lähdener Straße 8	49774	Lähden	40
Elisabethenstift Krankenhaus	Landgraf-Georg-Str 100	64287	Darmstadt	355
Psychiatr Krankenhaus Haina	Landgraf-Phil-Platz	35114	Haina	238
Rheumaklinik	Landgrafenstr 15	44652	Herne	150
Klinik Der Offenen Tuer	Landhausstr 2	70182	Stuttgart	101
St Josefs-Krankenhaus	Landhausstr.25	69115	Heidelberg	261
Zweckverband Kreis- und	Landrat-Beushausen-Straße 26	31061	Alfeld	290
Städtisches Krankenhaus	Landsberger Allee 49	10243	Berlin	952
Krankenhaus St Josef	Landshuter Str 65	93047	Regensburg	398
Augenklinik Dr. Klier	Landshuter Str.9	93047	Regensburg	45
Hess Berglandklinik	Landstr 4	35080	Bad Endbach	104
Vinzenzkrankenhaus	Lange Feldstraße 31	30559	Hannover	405
Hospital Zum Heiligen Geist	Lange Str 4-6	60311	Frankfurt	340
Kreiskrankenhaus Ammerland	Lange Straße	26655	Westerstede	436
Elisabeth-Krankenhaus	Lange Straße	48488	Emsbüren	35
St.-Elisabeth-Stift	Lange Straße 38	26676	Barßel	70
Uni Klinik d Joh Gutenberg	Langenbeckstr 1	55131	Mainz	1758
Kreiskrankenhaus/Krankenhaus	Langenfelder Straße 8	36433	Bad Salzungen	612
Allgemeines Krankenhaus	Langenhorner Chaussee 560	22335	Hamburg	1261
Kreiskrankenhaus	Langensalzaer Landstr 1	99974	Mühlhausen	519
St Josefs-Krankenhaus	Langenstrichstrasse 44	66538	Neunkirchen	187
Staedt.Krankenhaus	Langer Berg 12	91257	Pegnitz	125
Kreiskrankenhaus Hoya	Langestraße 139	27318	Hoya	130
Städtisches Krankenhaus	Lauenthaler Straße 99	38723	Seesen	189
Kreiskrankenhaus	Laurentiusweg 1	84048	Mainburg	116
Bundesknappschaft Klinik	Lazarettstrasse 4	66280	Sulzbach	300
Klinik Am Sonnenberg Gmbh	Leibnizstr 19	65191	Wiesbaden	39
Aukammklinik	Leibnizstr 21	65191	Wiesbaden	63
Rheumaklinik Wiesbaden Ii	Leibnizstrasse 23	65191	Wiesbaden	170
Stadtkrankenhaus	Leimenstr 20	63450	Hanau	653
Kreiskrankenhaus Altenburg	Leipziger Strasse 1	4600	Altenburg	433
Universitäts-Klinik	Leipziger Strasse 44	39120	Magdeburg	1393
Sächsisches Krankenhaus für	Leipziger Strasse 59	4435	Schkeuditz	250
Kreiskrankenhaus Kirchberg	Lengenfelder Strasse 44	8107	Kirchberg	170
Klinik Marienheide	Leppestr 65	51709	Marienheide	191
Klein E Dr med Gmbh	Lerchenstrasse 81	74072	Heilbronn	20
Bundeswehr-Krankenhaus	Lesserstraße 180	22049	Hamburg	44
Krankenhaus St Martin	Leutkirchstr 32	77723	Gengenbach	122
Lukas-Krankenhaus	Leuzbacherweg 21	57610	Altenkirchen	200
St Liborius-Krankenhaus	Liboriusstr.1	34537	Bad Wildungen	33
Psychiatrisches Krankenhaus	Licher Str 106	35394	Gießen	470
Evang Diakonissenhaus	Lichtenfelder Allee 45	14513	Teltow	75
Ketteler-Krankenhaus	Lichtenplattenweg 85	63071	Offenbach	280
Kreiskrankenhaus	Liebenauerstrasse 1	34369	Hofgeismar	175
St.-Elisabeth-Krankenhaus	Liebenhaller Straße 20	38259	Salzgitter	160
Neurolog Landeskrankenhaus	Liebfrauenbergstr	55590	Meisenheim	105
St Josefs-Krankenhaus	Liebigstr 24	35390	Gießen	156
Universität Leipzig	Liebigstrasse 27	4103	Leipzig	1591
Buehlertal Krankenhaus	Liehenbachstr.12	77830	Bühlertal	25
Kinderkrankenhaus	Liliencronstraße 130	22149	Hamburg	213
Deutsches Rotes Kreuz	Lilienmattstr 5	76530	Baden-Baden	83
Kreiskrankenhaus Rendsburg	Lilienstraße 20-28	24768	Rendsburg	593
Augenklinik Dr. Uthoff	Lindenallee 21	24105	Kiel	20
UKRV, Robert-Rössle-Klinik	Lindenberger Weg 80	13125	Berlin	200
Bayerisches Rotes Kreuz	Lindenlohe 18	92421	Schwandorf	160
Klinik Dr.Evers	Lindenstr 22	59846	Sundern	54
Privat-Nerven-Klinik	Lindenstraße 15	38704	Liebenburg	300
Landeskrankenhaus füer	Lindenstrasse 2	39291	Lostau	230
Neinstedter Anstalten	Lindenstrasse 22	6502	Neinstedt	40
Maria-Josef-Hospital	Lindenstrasse 29	48268	Greven	225
Kreiskrankenhaus	Lindenstrasse 32	39615	Seehausen	255
Fachklinik für Kinder- und	Lindenstraße 4	53474	Bad Neuenahr-Ahrweiler	28
Gefaess-Zentrum Dr Bauer	Lindenstrasse 7	53474	Bad Neuenahr-Ahrweiler	50
Kreiskrankenhaus Neustadt	Lindenstraße 75	31535	Neustadt	399
Staedt.Krankenhaus	Lindenweg 1	92342	Freystadt	32
Bayerisches Rotes Kreuz	Lindwurmstr 12	80337	München	20
Marien-Hospital Ankum	Lingener Straße 11	49577	Ankum	130
Privatfrauenklinik	Lipper-Hellweg 10-12	33604	Bielefeld	12
Paracelsus-Klinik	Lipper Weg 11	45770	Marl	478
Allergie- und Hautklinik	Lippestraße 9-11	26548	Norderney	150
Lister Krankenhaus	Lister Kirchweg 43	30163	Hannover	90
Chirurgische Klinik	Listplatz 1	72764	Reutlingen	15
Vestische Kinderklinik	Lloydstrasse 5	45711	Datteln	280
Kreiskrankenhaus	Locksteinstr.16	83471	Berchtesgaden	152
Kreiskrankenhaus Koethen	Lohmannstrasse 87-92	6366	Köthen	446
Allgemeines Krankenhaus	Lohmühlenstraße 5	20099	Hamburg	1084
Klinik Dr. med. Fuhrer	Lorentzendamm 19	24103	Kiel	17
Krankenhaus Loreto	Loretoweg	79780	Stühlingen	82
Deutsches Herzzentrum	Lothstr 11	80335	München	140
Fachkrankenhaus	Luckauer Strasse 17	15907	Lübben	254
Krankenhaus Ludmillenstift	Ludmillenstraße 4	49716	Meppen	375
Dr Horst-Schmidt-Kliniken	Ludwig-Erhard-Str 100	65199	Wiesbaden	970
Berufsgenossenschaftliche	Ludwig-Guttmann-Str 13	67071	Ludwigshafen	280
Kreiskrankenhaus	Ludwig-Heilmeyer-Strasse 1	89312	Günzburg	244
Bezirkskrankenhaus	Ludwig-Heilmeyer-Strasse 2	89312	Günzburg	753
Frauenklinik Dr h h Kraus	Ludwig-Trick-Str 23	77694	Kehl	7
Evang Krankenhaus	Ludwig-Weber-Strasse 15	41061	Mönchengladbach	385
Krankenhaus St Josef	Ludwigstr 1	97421	Schweinfurt	280
Psychiatrisches Krankenhaus	Ludwigstr 54	64646	Heppenheim	265
Tcm-Klinik Koetzting Gmbh	Ludwigstrasse 2	93444	Kötzting	0
Krankenhaus Donaustauf	Ludwigstrasse 68	93093	Donaustauf	150
Staedt.Hardterwald-Klinik	Luise-Gueury-Str 400	41169	Mönchengladbach	164
Staedt Krankenhaus	Luisenstr 17	78120	Furtwangen	116
Rheinklinik	Luisenstr 3	53604	Bad Honnef	100
Krankenanstalten	Luisenstr 7	78464	Konstanz	532
Privatklinik Dr Opitz	Luitpoldstr 11 B	93047	Regensburg	32
Kreiskrankenhaus	Luitpoldstr 14	76870	Kandel	239
Kreiskrankenhaus Rosslau	Lukoer Strasse 2	6862	Roßlau	170
TK-Modellverbund	Lumumbastr 15	4105	Leipzig	0
Kreiskrankenhaus	Lupburger-Str 11	92331	Parsberg	85
Staedt Krankenanstalten	Lutherplatz 40	47805	Krefeld	1274
Martin-Luther-Krankenhaus	Lutherstraße 22	24837	Schleswig	371
Kreiskrankenhaus	Lutherstrasse 9	1877	Bischofswerda	223
Drk-Krankenhaus	Lützerodestraße 1	30161	Hannover	255
Elisabeth-Diakonissen-	Lützowstr.24-26	10785	Berlin	200
Krankenanstalten Marienborn	Luxemburger Strasse 1	53909	Zülpich	180
Krankenhaus Spandau	Lynarstrasse 12	13585	Berlin	1555
Klinikum Hoyerswerda	M-Grollmuss-Strasse 10	2977	Hoyerswerda	739
Krankenhaus Malteserstift	M-Hornik-Strasse 1	1920	Räckelwitz	152
Otto-Fricke-Krankenhaus -	M-V-Opel-Weg 34	65307	Bad Schwalbach	130
Privatklinik Dr Frank	M7-14	68161	Mannheim	12
Franziskus Krankenhaus	Magdalena-Daemen-Strasse 20	53545	Linz	190
Kurheim Mahlertshof	Mahlertshof	36151	Burghaun	45
Staedt Kliniken Duisburg	Maiblumenstr 3-7	47229	Duisburg	176
Kreiskrankenhaus Freising	Mainburgerstr 29	85356	Freising	441
Bezirkskrankenhaus	Mainkofen	94469	Deggendorf	858
Klinik Amsee Gmbh	Malchiner Landstrasse	17192	Waren	156
Humaine Klinik	Malerstrasse 31	1326	Dresden	150
Kreiskrankenhaus	Mannichswalder Str 67/P 171	8451	Crimmitschau	188
Kreiskrankenhaus Lehrte	Manskestraße 22	31275	Lehrte	206
Westfaelische Klinik Fuer	Marbruchstrasse 179	44135	Dortmund	926
Marien-Krankenhaus	Marburger Str 85	34127	Kassel	209
Krankenhaus Maria-Hilf	Maria-Hilf-Str.2	54550	Daun	262
Klinikum St Marien	Mariahilfbergweg 7	92224	Amberg	609
Kreiskrankenhaus	Marie Eberth Str 6	86956	Schongau	258
Orthop Univ Klinik	Marienburgstr 2	60528	Frankfurt	300
Ev.- Luth. Diakonissen-	Marienhölzungsweg 2	24939	Flensburg	390
Städtische Krankenanstalten	Marienhölzungsweg 4	24939	Flensburg	140
St Marien-Hospital	Marienstr 2	34431	Marsberg	180
St Marien Hospital Eickel	Marienstr 2	44651	Herne	175
Marienkrankenhaus	Marienstr 20	66606	St Wendel	240
Marienhospital	Marienstr.45	48282	Emsdetten	210
Krankenhaus Nienburg	Marienstraße 2	31582	Nienburg	234
Kreiskrankenhaus Herrenberg	Marienstrasse 25	71083	Herrenberg	202
Kreiskrankenhaus Lübz/Plau	Marienstraße 32	19386	Lübz	130
Privatklinik Dr. Lehmann	Marienstraße 51	24534	Neumünster	25
St.-Marien-Hospital	Marienstraße 6	49377	Vechta	286
Henriettenstiftung	Marienstraße 80-90	30171	Hannover	638
Bundeswehrkrankenhaus	Marker Allee 76	59065	Hamm	20
Krankenhaus Gunzenbachhof	Markgraf-Bernhard-Str 2	77883	Ottenhöfen	90
Kreiskrankenhaus	Marktstr 50	94110	Wegscheid	90
Stadtkrankenhaus Neuwied	Marktstrasse 74	56564	Neuwied	389
Krankenhaus Rotes Kreuz	Marlistraße 10	23566	Lübeck	70
Anstalten d Landkrs Dachau	Maroldstr	85229	Markt Indersdorf	80
St Elisabeth Krankenhaus	Martin-Heyden-Str 32	52511	Geilenkirchen	266
Evang Krankenahus	Martin-Luther-Str 49	49525	Lengerich	226
Krankenhaus Bethanien	Martinistraße 44	20251	Hamburg	170
Universitäts-Krankenhaus	Martinistraße 52	20251	Hamburg	1794
Marienhospital	Martinspfad 72	64285	Darmstadt	127
Kreiskrankenhaus	Marwitzer Strasse 91	16761	Hennigsdorf	346
Kreiskrankenhaus Neuenbuerg	Marxeller Str 46	75305	Neuenbürg	140
Kreiskrankenhaus	Mauerfeldchen 25	52146	Würselen	401
St-Elisabeth-Krankenhaus	Mauerstrasse 5-10	6110	Halle	395
Bathildis-Krankenhaus	Maulbeerallee 4	31812	Bad Pyrmont	290
Kinderheilstätte	Mauritiusplatz 6	59394	Nordkirchen	45
Marienhospital Borghorst	Mauritiusstr 6	48565	Steinfurt	321
Kreiskrankenhaus	Max-Heine-Strasse 10	8228	Rodewisch	416
Bezirkskrankenhaus	Max-Otten-Strasse 11-15	39104	Magdeburg	635
St Elisabeth	Max Reger Str 5-7	69121	Heidelberg	84
Zentrale Klinikverwaltung	Maximilianplatz 2	91052	Erlangen	1584
Theresien-Krankenhaus	Maxstr.13	97688	Bad Kissingen	85
Rheinische Landesklinik	Meckerstr 15	52353	Düren	491
Städtisches Krankenhaus	Mecklenburger Landstraße 41-59	23552	Lübeck	131
Kreiskrankenhaus	Meisenhartweg 14	79713	Bad Säckingen	198
Kreiskrankenhaus	Memminger Str 31	87724	Ottobeuren	138
Ev Krankenhaus	Mengeder Schulstr 51	44359	Dortmund	160
Krankenhaus	Menzinger Str 44	80638	München	505
Loretto-Krankenhaus	Mercystr.6-14	79100	Freiburg	205
St Vincenz-Hospital	Merheimer-Str 217	50733	Köln	324
Stadtkrankenhaus Halle	Merseburger Str. 165	6108	Halle	304
Krankenhaus GRANSEE GGmbH	Meseberger Weg 12-13	16775	Gransee	223
Evang. Stiftung Krankenhaus	Metzendorfer Weg 21	21224	Rosengarten	130
Klinik Michelsberg	Michelsberg 1	97702	Münnerstadt	114
DRK-Krankenhaus Middelburg	Middelburg	23701	Süsel	38
Nachsorgeklinik Bergstrasse	Mierendorffstrasse 2	64625	Bensheim	53
Marianne Strauss Klinik	Milchberg 21	82335	Berg	100
Kreiskrankenhaus Krumbach	Mindelheimer Strasse 69	86381	Krumbach	240
St.-Martinus-Stift	Mittelstraße 1-3	49733	Haren	70
St Antonius-Hospital	Moellenweg 22	48599	Gronau	304
Landeswohlfahrtsverband	Moenchberg 8	65589	Hadamar	402
Kreiskrankenhaus Muellheim	Moltkestr 16	79379	Müllheim	209
Elisabeth-Krankenhaus	Moltkestr 61	45138	Essen	610
DRK-Tagesklinik	Moltkestraße	24534	Neumünster	0
Staedt Krankenanstalten	Moltkestrasse 14	76133	Karlsruhe	1573
Theresienkrankenhaus	Mommsenstr 24	90491	Nürnberg	353
Stadtkrankenhaus Kassel	Mönchebergstrasse 41-43	34125	Kassel	1259
med Einrichtungen Heinrich-	Moorenstrasse 5	40225	Düsseldorf	1540
Evang. Hospital Lilienthal	Moorhauser Landstraße 3	28865	Lilienthal	100
Krankenhaus Jerusalem	Moorkamp 2	20357	Hamburg	105
Kreiskrankenhaus	Moosbauer Weg 5-7	82515	Wolfratshausen	238
St.-Franziskus-Krankenhaus	Morillenhang 27	52064	Aachen	194
Orthopaedische Klinik	Mosbacher Str 10	65187	Wiesbaden	125
Privatklinik Dr.Spreng	Mozartstr 21	80336	München	82
Chirurg U Orthop Klinik	Mozartstr.2	89075	Ulm	52
Privatfrauenklinik	Mozartstrasse 14 A - 16	80336	München	75
Klinik St Blasien	Muchenlaender Str 4	79837	St Blasien	95
Ev Krankenhaus	Muehlenstr 15	33824	Werther	104
Krankenhaus	Muehlenstr 39	55543	Bad Kreuznach	300
Cs Verwaltungsgesellschaft	Muehlenstrasse 60	83098	Brannenburg	86
Kreiskrankenhaus Eisenach	Muehlhaeuserstrasse 94	99817	Eisenach	625
Psorisol Therapiezentrum	Muehlstrasse 31	91217	Hersbruck	50
Kliniken St Elisabeth	Mueller-Gnadenegg-Weg 4	86633	Neuburg	358
Priv Klinik Dr Reiser	Muenchener Str 135	85051	Ingolstadt	54
Interne Klinik Dr Argirov	Muenchener Str 23-29	82335	Berg	85
Marien-Hospital	Muenchweg 8	50374	Erftstadt	124
Kreiskrankenhaus Oldenburg/	Mühlenkamp 5	23758	Oldenburg	213
St.-Marien-Hospital	Mühlenstr 5-9	45894	Gelsenkirchen	349
Städtisches Krankenhaus	Mühlenstraße 1	26548	Norderney	45
Kreiskrankenhaus	Mühlenstraße 17	49751	Sögel	162
Prosper-Hospital	Mühlenstraße 27	45659	Recklinghausen	572
St Josef-Krankenhaus Adenau	Mühlenstrasse 31-35	53518	Adenau	150
St.- Josef-Hospital	Mülheimer Strasse 83	46045	Oberhausen	343
Klinikum Frankfurt (Oder)	Müllroser Chaussee 7	15236	Frankfurt/Oder-Markendf.	974
Evangelisches Krankenhaus	Munkelstr 27	45879	Gelsenkirchen	500
Privatklinik F.	Murgtalstr 656	72270	Baiersbronn	167
Förde-Klinik	Mürwiker Straße 115	24943	Flensburg	28
Privatklinik	Mürwiker Straße 162	24943	Flensburg	17
Kreiskrankenhaus	Mussinanstr 8	94327	Bogen	160
Marienhospital Brühl GmbH	Muühlenstraße 21-25	50321	Brühl	270
Krankenhaus Kaulsdorf	Myslowitzer Strasse 45	12621	Berlin	434
St Johannis-Krankenhaus	Nardinistr. 30	66849	Landstuhl	400
Marienhospital Hamm	Nassauer Strasse 13-19	59065	Hamm	786
Kreiskrankenhaus	Naumburger Strasse 76	6667	Weißenfels	425
Neanderklinik Harzwald	Neanderplatz 4	99768	Ilfeld	128
Johannes-Anstalten Mosbach	Neckarburkener Str 2-4	74821	Mosbach	88
Psychiatr Landeskrankenhaus	Neubronnstrasse 25	79312	Emmendingen	613
Bezirkskrankenhaus Fuer	Neucoswiger Strasse 21	1640	Coswig	250
St Marienkrankenhaus	Neue Schulstr 12	68623	Lampertheim	120
Krankenhaus Rheiderland	Neue Straße 22	26826	Weener	80
Städt. Krankenhaus Holweide	Neufelder Str 32	51067	Köln	558
Landratsamt Nuernberg Land	Neumarkter Strasse 6	90518	Altdorf	115
Johanniter-Tagesklinik	Neumarktstrasse 36	42103	Wuppertal	0
Kreiskrankenhaus	Neustädter Strasse 61	96515	Sonneberg	330
Kreiskrankenhaus Sebnitz	Neustaedter Strasse 25	1855	Sebnitz	235
Privatklinik Dr Wied	Neustr 81	52159	Roetgen	4
St.-Marien-Hospital Lüding-	Neustraße 1	59348	Lüdinghausen	236
Privat-Frauenklinik	Neutorstr.9-11	97421	Schweinfurt	32
Marienkrankenhaus Nassau	Neuzebachweg 2	56377	Nassau	90
Fachklinik Fuer Stoff-	Nibelungenstrasse 101	64678	Lindenfels	43
Buergerhospital	Niebelungenallee 37-41	60311	Frankfurt	345
Klinik Schloss Falkenhof	Niebelungenstr 109	64625	Bensheim	74
Roland-Klinik	Niedersachsendamm 72/74	28201	Bremen	200
St Elisabeth-Krankenhaus	Niedertor 4	36088	Hünfeld	195
St.-Rochus-Krankenhaus	Nieheimer Strasse 34	32839	Steinheim	170
Kreiskrankenhaus Belzig	Niemegker Strasse 45	14806	Belzig	191
Robert-Koch-Klinik Leipzig	Nikolai-Rumjanzew-Strasse 100	4207	Leipzig	370
