Name	StrHausNr	PLZ	Ort	Bettenanzahl
Diakonissenkrankenhaus	Holzhofgasse 29	1099	Dresden	264
Hess Diakonieverein E V	Hospitalstr 1	68623	Lampertheim	88
Krankenhaus Maria-Hilf	Hospitalstr 3-7	59581	Warstein	195
Marienkrankenhaus	Hospitalstrasse 15	65439	Flörsheim	155
St.-Marien-Hospital gem.GmbH	Hospitalstraße 44	52353	Düren	378
St.-Marien-Hospital gem.GmbH	Hospitalstraße 44	52353	Düren	378
Diakonie-Krankenhaus	Hospitalweg 1	49124	Georgsmarienhütte	110
St.-Martinus-Hospital	Hospitalweg 6	57462	Olpe	385
Elisabeth-Krankenhaus	Hubertusstr 100	41239	Mönchengladbach	503
Krankenhaus Neu-Mariahilf	Humboldtallee 10-12	37073	Göttingen	150
Krankenhaus Neu-Mariahilf	Humboldtallee 10-12	37073	Göttingen	150
Krankenhaus Neu-Mariahilf	Humboldtallee 10-12	37073	Göttingen	150
Friederikenstift	Humboldtstraße 5	30169	Hannover	634
Haus Immanuel	Hutschdorf 46	95349	Thurnau	35
Haus Immanuel	Hutschdorf 46	95349	Thurnau	35
Haus Immanuel	Hutschdorf 46	95349	Thurnau	35
Kreiskrankenhaus Creglingen	Im Herrgottstal 19	97993	Creglingen	37
St Elisabeth-Hospital	Im Schlosspark 12	45699	Herten	405
Rehabilitationsklinik	Im Spitzfeld 25	69151	Neckargemünd	120
Rehabilitationsklinik	Im Spitzfeld 25	69151	Neckargemünd	120
Kreiskrankenhaus Immenstadt	Im Stillen 1-4	87509	Immenstadt	200
St.-Josef-Hospital	In der Hees 4	46509	Xanten	150
Kreiskrankenhaus Stollberg	Jahnsdorfer Strasse 2	9366	Stollberg	389
Klinikum Fuerth	Jakob-Henle-Strasse 1	90766	Fürth	727
Kreiskrankenhaus Eutin	Janusstraße 22	23701	Eutin	286
Psychiatrisch-Neurologisches	Johannesallee	24848	Kropp	25
Reha- Kliniken	Johannesstrasse 2	94072	Bad Füssing	30
St Johannes-Hospital	Johannesstrasse 9-13	44137	Dortmund	613
Medizinische Einrichtungen	Joseph-Stelzmann-Strasse 9	50937	Köln	1521
Krankenhaus St.Elisabeth	Kaiserstr.14	66482	Zweibrücken	270
St Elisabeth-Klinik	Kapuzinerstrasse 4	66740	Saarlouis	511
Kreiskrankenhaus	Karl-Gareis-Strasse 31	94234	Viechtach	150
Rommel-Klinik Gmbh	Baetznerstr 96	75323	Bad Wildbad	100
Privatklinik	Feldbrunnenstraße 64	20148	Hamburg	22
St Joseph-Krankenhaus	Kalvarienberg	54595	Prüm	158
Kreiskrankenhaus	Herzbachweg 14	63571	Gelnhausen	408
Meininger Kliniken Ggmbh	Ernststr. 7-9	98617	Meiningen	570
Meininger Kliniken Ggmbh	Ernststr. 7-9	98617	Meiningen	570
Meininger Kliniken Ggmbh	Ernststr. 7-9	98617	Meiningen	570
Kreiskrankenhaus	Bibersbacherstr 1	95632	Wunsiedel	60
Bezirkskrankenhaus	Hochstiftstrasse 6	86441	Zusmarshausen	60
Städtische Krankenanstalten	Flurstr 17	90419	Nürnberg	2492
Staedt Krankenhaus	Fette Henn 50	47839	Krefeld	212
Klinikum Bad Salzuflen GmbH	Heidmannstr 45	32108	Bad Salzuflen	146
Dominikus-Krankenhaus	Am Heerdter Krankenhaus 2	40549	Düsseldorf	400
Jüdisches Krankenhaus	Iranische Straße 2-4	13347	Berlin	448
Krankenhaus	Hochstrasse 20	45731	Waltrop	192
Klinik des Westens	Bertha-von-Suttner-Str 7	39108	Magdeburg	25
Albert-Ludwigs-Universitaet	Hugstetter Str 49	79106	Freiburg	1944
Kreiskrankenhaus	Hospitalstrasse 4	99706	Sondershausen	268
Klinik Poppenbüttel	Alte Landstraße 284	22339	Hamburg	87
Atriumhaus	Bavariastr 11	80336	München	0
St Christophorus-	Goetheweg 34	59368	Werne	285
St Elisabethen-Krankenhaus	Feldbergstr.15	79539	Lörrach	215
Ruppiner Klinikum	Fehrbelliner Strasse 38	16816	Neuruppin	483
St Marien-Krankenhaus	Kampenstr 51	57072	Siegen	460
Augenklinik	Arabellastr 5/19	81925	München	36
Frauenklinik	Heilwigstraße 103	20249	Hamburg	24
Krankenanstalt d. Stadt Köln	Hurster Str 50	51570	Windeck	106
Fr-Schiller-Universitaet	Bachstrasse 18	7743	Jena	1860
Hans-Carossa-Klinik	Hauptstrasse 19	79780	Stühlingen	36
Albert-Schweitzer-Kranken-	Grafplatz 5	37170	Uslar	91
St.- Alexius-Krankenhaus	Alexianerplatz 1	41464	Neuss	454
Priv.Klinik U.Sanatorium	Badstr 43	85456	Wartenberg	117
Kreiskrankenhaus Nuertingen	Auf dem Saeer 2	72622	Nürtingen	468
Privatklinik Dr. Steger	Bingstraße	90480	Nürnberg	35
Städtisches Krankenhaus	Delitzscher Straße 141	4129	Leipzig	895
Tagesklinik	Alteburger Str 8-12	50678	Köln	24
Krankenhaus d Ev Gemeinde	Guetersloher Str 64	33378	Rheda-Wiedenbrück	145
St.-Antonius-Krankenhaus	Josef-Nawrocki-Str 32-34	12587	Berlin	106
St Antonius-Krankenhaus	Birkenallee 18	41844	Wegberg	105
Kreiskrankenhaus	Dr- Adam-Voll-Strasse 1	93437	Furth	70
Städtisches Krankenhaus	Bahnhofstraße 7	99885	Ohrdruf	80
St Josefs-Hospital	Axstr 35	44879	Bochum	171
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	1553
Kasse d Univ Kliniken F	Gaisweg 3	72070	Tübingen	1651
Kreiskrankenhaus Chemnitz	Chemnitzer Strasse 24 A	9212	Limbach-Oberfrohna	159
Kreiskrankenhaus	August-Bebel-Strasse 55 A	39288	Burg	350
Waldkrankenhaus Dalkingen	-	73492	Rainau	38
Berglandklinik	Am Hundebrink 6	58511	Lüdenscheid	32
Krankenhaus St.-Marien-Stift	Bahnhofstraße	26169	Friesoythe	140
Lazarettstiftung Beilngries	Hauptstr 24	92339	Beilngries	39
Städtisches Krankenhaus	Dobberkaustraße 5	29378	Wittingen	71
Klinikum der	Brunswiker Straße 10	24105	Kiel	1487
Privatklinik Hartmann	Berliner Platz 6A	25524	Itzehoe	30
Orthopädische Klinik	Hasselbornring 15	35619	Braunfels	120
Kreiskrankenhaus	Hospitalstrasse 4	99706	Sondershausen	268
Lindenberg-Klinik	Franz-Gleim-Str 15	34212	Melsungen	70
Staedtisches Krankenhaus	Ansbacher Str 131	91541	Rothenburg	168
Klinik Am Eichert	Eichertstr 3          660	73035	Göppingen	994
Krankenhaus	Balthasar-Neumann-Platz 5	97440	Werneck	85
Staedt Krankenhaus	Arthur-Gruber-Strasse 70	71065	Sindelfingen	467
Gemeindekrankenhaus	Birkenstr 3	74585	Rot am See	22
Kreiskrankenhaus Springe	Eldagsnerstraße 34	31832	Springe	150
Kreiskrankenhaus	Bahnhofstrasse 15	17087	Altentreptow	96
Zentrum Fuer Psychiatrie	Im Schlosspark	45699	Herten	192
Evang Krankenhaus d	Dr Kaufmann Str 2	67098	Bad Dürkheim	230
Kreiskrankenhaus Rudolstadt	Jenaische Strasse 14	7407	Rudolstadt	425
Klinikum der	Grosse Parower Str 47-53	18435	Stralsund	960
Kreiskrankenhaus	Graf-Siegfried-Str.115	54439	Saarburg	232
Fachklinik Dr Stecher	Hugo Roempler Str 11	75328	Schömberg	102
Katharinen-Hospital	Bahnstr 26	47877	Willich	160
Kreiskrankenhaus Radebeul	Heinrich-Zille-Strasse 13	1445	Radebeul	307
Lindenberg-Klinik	Franz-Gleim-Str 15	34212	Melsungen	70
Chirurgische Klinik	Alter Postplatz 2	71332	Waiblingen	44
Kreiskrankenhaus	Hermann-Löns-Straße	29451	Dannenberg	212
Die Kliniken der Stadt	Heusnerstraße 40	42283	Wuppertal	1937
Frauenklinik	Hermelsbacher Weg 41	57072	Siegen	35
St.-Vinzenz-Hospital	Hammer Straße 9	49740	Haselünne	150
Kreiskrankenhaus	Eschfeldstraße 17	49356	Diepholz	190
Landesfachklinik Im	Bahnhofstrasse 1 A	7646	Stadtroda	465
Ev-Luth Diakonissenhaus	Georg-Schwarz-Strasse 49	4177	Leipzig	262
Bezirkskrankenhaus	Braeuhausstr 5	84416	Taufkirchen	584
Kreiskrankenhaus Ellwangen	Dalkinger Str          12	73479	Ellwangen	253
St Elisabeth Krankenhs	Essener Str 31	45529	Hattingen	148
Charlottenklinik F	Elisabethenstr 15	70176	Stuttgart	62
Heinrich Lanz Krankenhaus	Feldbergstrasse 68-70	68163	Mannheim	321
Bezirkskrankenhaus	Freudental 1	87435	Kempten	76
Kreiskrankenhaus Osterode	Dr.-Hermannes-Weg 1	37412	Herzberg	236
St Elisabeth-Krankenhaus	Bleichstrasse 15	44787	Bochum	347
Katharinen-Hospital	Bahnstr 26	47877	Willich	160
Frauenklinik Dr. Brachmann	Alter Weg 50	38302	Wolfenbüttel	40
Staedt Krankenhaus	Fette Henn 50	47839	Krefeld	212
Kreiskrankenhaus Nuertingen	Auf dem Saeer 2	72622	Nürtingen	468
Park-Sanatorium Dahlem Gmbh	Hammersteinstr 20	14199	Berlin	60
Staedt Krankenhaus	Haerlenweg 1	88662	Überlingen	215
Allgemeines Krankenhaus	Eißendorfer Pferdeweg 52	21075	Hamburg	856
Kreiskrankenhaus Mittweida	Hainichener Strasse 4-6	9648	Mittweida	190
Privatklinik Dr. Katalinic	Am Plärrer 35	90443	Nürnberg	10
Neurologisches Therapie-	Hohensandweg 37	40591	Düsseldorf	0
Klinik Auerbach	Heinrichstr 4	64625	Bensheim	123
Bundesknappschaft	Fischbacer Str 100	66287	Quierschied	215
St Carolus-Krankenhaus	Carolusstrasse 212	2827	Görlitz	239
Kreiskrankenhaus	Hirschrodaer Strasse 1	6636	Laucha	130
Marienhospital	Boeheimstr 37	70178	Stuttgart	629
Marienhospital	Boeheimstr 37	70178	Stuttgart	629
Kreiskrankenhaus	Eislebener Strasse 7 A	6449	Aschersleben	445
St.-Vincenz-Hospital GmbH	Dr.-Otto-Seidel-Straße 31-33	46535	Dinslaken	442
Chir Privatklinik	Bruehlstr 33	32423	Minden	40
Lindenberg-Klinik	Franz-Gleim-Str 15	34212	Melsungen	70
Krankenhaus Hedwigshoehe	Buntzelstrasse 36	12526	Berlin	125
Verbandskrankenhaus	Hochstr 20-22	58285	Gevelsberg	146
Staedt Krankenhaus	Haerlenweg 1	88662	Überlingen	215
Kreiskrankenhaus	Dr- Adam-Voll-Strasse 1	93437	Furth	70
Kreiskrankenhaus Chemnitz	Chemnitzer Strasse 24 A	9212	Limbach-Oberfrohna	159
Kreiskrankenhaus Mittweida	Hainichener Strasse 4-6	9648	Mittweida	190
Psychiatr Landeskrankenhaus	Feuersteinstr 55	78462	Konstanz	330
Johanniter-Krankenhaus	Hasestraße 16-18	49565	Bramsche	135
Meininger Kliniken Ggmbh	Ernststr. 7-9	98617	Meiningen	570
Städtisches Krankenhaus	Gartenstraße 22	26757	Borkum	20
Orthopaedische Kinderklinik	Bernauer Str 18	83229	Aschau	80
St Antonius-Krankenhaus	Gartenstr 17	46244	Bottrop	153
St Hedwig-Klinik	A 2 5-7	68159	Mannheim	80
St Marien-Hospital	Am Boltenhof 7	46325	Borken	368
Klinik Am Eichert	Eichertstr 3          660	73035	Göppingen	994
Westfälische Klinik für	Franz-Hegemann-Strasse 23	59581	Warstein	866
St.-Joseph-Krankenhaus	Gartenstrasse 1-5	10115	Berlin	256
Alfried Krupp Von Bohlen	Alfried-Krupp-Str 21	45131	Essen	560
Auguste-Viktoria- und	Auguste-Viktoria-Allee 19-23	33175	Bad Lippspringe	350
St Antonius-Hospital	Dechant-Decker-Strasse 8	52249	Eschweiler	477
Klinikum Goerlitz Gmbh Ig	Girbigsdorfer Strasse 1-3	2828	Görlitz	747
Elisabeth-Krankenhaus	Bahnhofstrasse 20-22	57548	Kirchen	374
Staedt Krankenhaus	Haerlenweg 1	88662	Überlingen	215
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Krankenhaus Stenum	Heilstättenweg	27777	Ganderkesee	100
Städtisches Krankenhaus	Bögelstraße 1	21339	Lüneburg	580
Huettenhospital	Am Marksbach 28	44269	Dortmund	144
Franziskus-Krankenhaus	Budapester Straße 15-19	10787	Berlin	248
Kreiskrankenhaus Schotten	Aussenliegend 13	63679	Schotten	155
Klinik für Tumorbiologie	Breisacher Straße 117	79106	Freiburg im Breisgau	80
Klinikum der	Brunswiker Straße 10	24105	Kiel	1487
Elisabeth-Krankenhaus Gmbh	Cranger Strasse 226	45894	Gelsenkirchen	210
Gynaekologisch-Onkologische	Bad-Trissl-Strasse 73	83080	Oberaudorf	290
Kreiskrankenhaus Eschwege	Elsa-Brandström-Straße 1	37269	Eschwege	370
Kreiskrankenhaus Falkeneck-	Hecksbergweg 23-27	35619	Braunfels	182
St Nikolaus-Hospital	Hospitalstrasse 5	66798	Wallerfangen	113
Staedtisches Krankenhaus	Hochstrasse 29	14770	Brandenburg/Havel	814
Evangelisches Krankenhaus	Herzbergstrasse 79	10365	Berlin	743
Kinderkrankenhaus Seehospiz	Benekestraße 27 Postfach 1563	26548	Norderney	160
Privatklinik Dr Wangemann	Erlenbrucker Strasse 14	79856	Hinterzarten	15
Privatklinik Dr.Hellge	Hochstr 6	94032	Passau	65
Marien-Krankenhaus	Dr.-Robert-Koch-Straße 18	51427	Bergisch Gladbach	356
Kreiskrankenhaus St. Marien	Conringstraße 30	38350	Helmstedt	404
Evangelisches Krankenhaus	An der Lutter 24	37075	Göttingen	355
Kinderkrankenhaus Seehospiz	Benekestraße 27 Postfach 1563	26548	Norderney	160
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Krankenhausverein	Grafenweg 15	26345	Bockhorn	50
Drk-Krankenhaus	Hainstrasse 73	35216	Biedenkopf	117
Kreiskrankenhaus	Am Espach 20	87727	Babenhausen	62
Landesversicherungsanstalt	Frahmsallee 1-7	23714	Malente	20
Universitätsklinikum	Hindenburgdamm 30	12203	Berlin	1342
Arbeiter-Samariter-Bund	Am Grossen Wannsee 28-30	14109	Berlin	223
Westf Landeskrankenhaus	Friedr-Wilh-Weber-Str 30	48147	Münster	691
Taunusklinik Falkenstein	Debusweg 2	61462	Königstein	153
St Josef-Krankenhaus	Augustinusstr 23	41460	Neuss	300
Psychiatrisches Krankenhaus	Austrasse 40	35745	Herborn	339
Krankenhaus Waldfriede	Argentinische Allee 40	14163	Berlin	230
Flüggenhofsee-Klinik	Breloher Straße 71	29633	Munster	10
Nephrologisches Zentrum	Am Vogelsang 105	34346	Hannoversch Münden	120
Kreiskrankenhaus Gernsbach	Casimir-Katz-Str 22	76593	Gernsbach	90
Ev Und Johanniter-Krankenhs	Hachenburger Str 16	56269	Dierdorf	186
Kreiskrankenhaus	Gartenstr 40	79312	Emmendingen	302
Nervenkrankenhaus	Balthasar-Neumann-Platz 1	97440	Werneck	300
Kneippsanatorium Jordanbad	-	88400	Biberach	44
Kreiskrankenhaus Teterow	Goetherstrasse 14	17166	Teterow	167
Eggberklinik	Bergseestr 41-43	79713	Bad Säckingen	25
St.-Willehad-Hospital	Ansgaristraße 12	26382	Wilhelmshaven	279
Marien-Hospital	Ardeystr.3	58452	Witten	414
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	24
Staedtisches Krankenhaus	Am Stadtgarten 10	78333	Stockach	70
Kreiskrankenhaus	Danziger-Strasse 25	76887	Bad Bergzabern	175
Marienhospital	Hauptkanal rechts 75	26871	Papenburg	280
Fachklinik Freudenholm-	Daldorfer Straße 2	24635	Rickling	35
Kreiskrankenhaus	Hermann-Löns-Straße	29451	Dannenberg	212
Staedt Krankenanstalten	Bremserstr 79	67063	Ludwigshafen	1038
Rehabilitationskrankenhaus	Guttmannstrasse 1	76307	Karlsbad	538
Tagesklinik	Dimbeck 6	45470	Mülheim	0
Rudolf Presl Gmbh & Co	August-Bebel-Strasse 12	1731	Kreischa	30
Westfälische Landesklinik	Agathastr.1	33098	Paderborn	240
Johanniter Tagesklinik Fuer	Frankfurter Str 229	40595	Düsseldorf	0
Christophorus-Krankenhaus	Gerichtsstrasse 15	17373	Ueckermünde	189
Kreiskrankenhaus Herzberg	Anhalter Strasse 1	4916	Herzberg	237
Klinik Haus Vogt Gmbh	Dennenbergstrasse 5	79822	Titisee-Neustadt	40
Kreiskrankenhaus Buchen	Dr Konrad Adenauer Str 37	74722	Buchen	224
Paracelsus Klinik Neuss	Hafenstrasse 68-76	41460	Neuss	61
Kreiskrankenhaus Erding	Bajuwarenstr 5	85435	Erding	355
Marien-Hospital	Behringstr 36	44225	Dortmund	290
Chirurg Klinik Dr Rinecker	Am Isarkanal 30	81379	München	264
Krankenhaus	Gerber Weg 6	87541	Hindelang	60
Kreiskrankenhaus Dormagen	Dr.-Geldmacher-Straße	41539	Dormagen	364
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Bundeswehrkrankenhaus	Heldmannstr 24	32756	Detmold	14
Ev. Krh. Ludwigsfelde-Teltow	Albert-Schweitzer-Straße 42-44	14974	Ludwigsfelde	295
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Bertaklinik Hannover	Bertastraße 10	30159	Hannover	45
Klinik am Glammsee	Burgstraße 23	19417	Warin	103
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Sophienkrankenhaus	Eisenacher Strasse 7	36452	Kaltennordheim	45
Krankenhaus Der	Guenzburger Strasse 41	89264	Weißenhorn	100
Kreiskrankenhaus	Delbrueckstraße 2	25541	Brunsbüttel	165
Bezirkskrankenhaus	Am Fahlenberg 2-10	34385	Bad Karlshafen	134
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
Schmerz-Zentrum Mainz	Auf der Steig 14-16	55131	Mainz	80
Kinderklinik Fuer Lungen-	Freie Feldlage 9	6493	Harzgerode	91
Klinik Golzheim	Friedrich-Lau-Str 11	40474	Düsseldorf	120
Kreiskrankenhaus	Fuhrberger Straße 8	30938	Burgwedel	283
Paracelsus-Krankenhaus Ruit	Hedelfinger Strasse 166	73760	Ostfildern	404
Kreiskrankenhaus	Felixallee 9	92660	Neustadt	170
Niedersächsisches	-	37124	Rosdorf	176
Franziskus-Hospital	Alte Rothenfelder Straße 23	49124	Georgsmarienhütte	320
Vitalisklinik	Am Weinberg 3	36251	Bad Hersfeld	31
Psychotherapeutische Klinik	Christian-Belser-Str 79	70597	Stuttgart	102
Kreiskrankenhaus Zerbst	Friedrich-Naumann-Str 53	39261	Zerbst	209
Agnes-Karll-Krankenhaus	Hildesheimer Straße 158	30880	Laatzen	290
Schwesternkrankenhaus	Ferstlstr 40	84066	Mallersdorf-Pfaffenberg	20
Krankenhaus-Zweckverband	Dr.-Gutermann-Straße 2	87600	Kaufbeuren	434
Westf Landeskrankenhaus	Halterner Str 525	45770	Marl	253
Kreiskrankenhaus Herzberg	Anhalter Strasse 1	4916	Herzberg	237
Deutsches Herzzentrum	Augustenburger Platz 1	13353	Berlin	142
Krankenhaus Vinzentinum	Hauptstr 24	83324	Ruhpolding	115
Fr-Schiller-Universitaet	Bachstrasse 18	7743	Jena	1860
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Krankenhaus Mörsenbroich-	Amalienstraße 9	40472	Düsseldorf	463
Krankenhaus Mörsenbroich-	Amalienstraße 9	40472	Düsseldorf	463
St Vincenz-Hospital	Danziger-Str 17	33034	Brakel	170
Elisabeth-Krankenhaus Gmbh	Elisabethstr 23	94315	Straubing	553
St Elisabeth-Hospital	Hauptstr 74	40668	Meerbusch	117
Krankenhaus Bad Soden-	Bad Sodener Str 18	63628	Bad Soden-Salmünster	33
St Carolus-Krankenhaus	Carolusstrasse 212	2827	Görlitz	239
Anstalts-Krankenhaus d	Gde Bayersried-Ursberg Nr 7	86513	Ursberg	30
Kinderkrankenhaus	Frankfurter Str.167	34117	Kassel	152
Kinderkrankenhaus	Frankfurter Str.167	34117	Kassel	152
Kinderkrankenhaus	Frankfurter Str.167	34117	Kassel	152
Kasse d Univ Kliniken F	Gaisweg 3	72070	Tübingen	1651
Maria-Theresia-Klinik	Bavariaring 46	80336	München	64
Paracelsus-	Degerstrasse 8	40235	Düsseldorf	48
Kreiskrankenhaus Husum	Erichsenweg 16	25813	Husum	297
Kreiskrankenhaus Teterow	Goetherstrasse 14	17166	Teterow	167
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Wilh-Griesinger-Krankenhaus	Brebacher Weg 15	12683	Berlin	701
Anstalts-Krankenhaus d	Gde Bayersried-Ursberg Nr 7	86513	Ursberg	30
Goldenbuehl-Krankenhaus	Berliner Starsse 23	78048	Villingen-Schwenningen	92
Kreiskrankenhaus	Bayerwaldring 17	94405	Landau	209
Kreiskrankenhaus Nordenham	Albert-Schweitzer-Straße 43	26954	Nordenham	220
Ev. Krh. Ludwigsfelde-Teltow	Albert-Schweitzer-Straße 42-44	14974	Ludwigsfelde	295
Kreiskrankenhaus	Aulendorfer Str 63	88427	Bad Schussenried	60
Klinik Waldwiese	Hamburger Chaussee 77	24114	Kiel	75
Krankenhaus Ebersteinburg	Dr-Rumpf-Weg 7	76530	Baden-Baden	94
Kreiskrankenhaus Calw	Eduard-Conz-Str 6	75365	Calw	240
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Klinik Veerssen Gmbh	Celler Straße 26	29525	Uelzen	50
Kreiskrankenhaus	Fuhrberger Straße 8	30938	Burgwedel	283
Humboldt-Krankenhaus	Am Nordgraben 2	13509	Berlin	916
Ev Bethesda-Krankenhaus	Bocholder Strasse 11-13	45355	Essen	399
Kreiskrankenhaus	Am Greinberg 25	97199	Ochsenfurt	170
Kreiskrankenhaus	Dingolshaeuser Str 5	97447	Gerolzhofen	140
Städtisches Krankenhaus	Bierdener Mühle 2	28832	Achim	205
Städtisches Krankenhaus	Altenwalder Chaussee 10-12	27474	Cuxhaven	352
Kinderkrankenhaus St Marien	Grillparzerstr 9	84036	Landshut	150
Vereinskrankenhaus	Burckhardstraße 26	34346	Hannoversch Münden	205
Klinikum der	Grosse Parower Str 47-53	18435	Stralsund	960
Landesklinik	-	75365	Calw	473
St Agatha-Krankenhaus	Feldgaertenstrasse 97	50735	Köln	190
Krankenhaus Bruchsal	Gutleutstr 9-14	76646	Bruchsal	430
St Joseph-Hospital Laar	Ahrstrasse 100	47139	Duisburg	245
Fachkrankenhaus Marienstift	Clara-Zetkin-Strasse 72	8340	Schwarzenberg	68
Kreiskrankenhaus Miesbach	Haidmuehlstr 30	83714	Miesbach	67
Evang-Meth Diakoniewerk Ev	Dobenaustrasse 130	8523	Plauen	55
Klinik Am Hellweg	Am Flugplatz 12	33813	Oerlinghausen	160
Frauenklinik Rosenheim	Droste-Huelshoff-Strasse 4	83024	Rosenheim	70
St.-Hedwig-Krankenhaus	Grosse Hamburger Str 5-11	10115	Berlin	530
Evangelisches Krankenhaus	Alsterdorfer Straße 440	22299	Hamburg	203
Städtische Kliniken	Am Finkenhügel 1	49076	Osnabrück	583
Städtisches Krankenhaus	Bahnhofstraße 7	99885	Ohrdruf	80
Privatklinik Dr. Winkler	Brinkmannstraße 6	25813	Husum	32
Kreiskrankenhaus  Offenburg	Ebertplatz 12	77654	Offenburg	450
Krankenhaus Seefeld	Hauptstr 23	82229	Seefeld	85
St.-Josefs-Krankenhaus	Dingelstädter Strasse 1	37356	Küllstedt	60
Kreiskrankenhaus	Eschfeldstraße 17	49356	Diepholz	190
St.-Anna-Stift	Annenstraße	49624	Löningen	150
Gemeinnuetziges	Beckweg 4	58313	Herdecke	484
Kreiskrankenhaus	Dr- Adam-Voll-Strasse 1	93437	Furth	70
Orthopädische Klinik	Alten Eichen 28	28359	Bremen	34
Kreiskrankenhs Isny	Am Engelberg 29	88239	Wangen	100
St Elisabeth-Hospital	Am Krankenhaus 12	49497	Mettingen	79
Krankenhaus Burgstädt	Beethovenstraße 14	9217	Burgstädt	165
Klinik Und Rehabilitations-	Birkenallee 1	37194	Wahlsburg	136
Caritas-Kliniken Pankow	Breite Strasse 46-47	13187	Berlin	298
Knappschaftskrankenhaus	Dorstener Strasse 151	45657	Recklinghausen	492
Kreiskrankenhaus	Dr-Kiefl-Str 12	94447	Plattling	202
Bezirksklinik Rehau	Fohrenreuther Strasse 48	95111	Rehau	52
Stadtkrankenhaus Worms	Gabriel-von-Seidl-Str 81	67550	Worms	556
Städtische Kliniken	Grafenstrasse 9	64283	Darmstadt	1079
Albert-Schweitzer-Kranken-	Grafplatz 5	37170	Uslar	91
Suedharz-Krankenhaus	Dr-Robert-Koch-Strasse 39	99734	Nordhausen	830
Diabetes-Nachtklinik	Dudenstrasse 6	10965	Berlin	0
Kreiskrankenhaus	Duebener Strasse 3 - 9	4509	Delitzsch	185
St-Josefs-Krankenhaus	Barlstrasse 40	56856	Zell	220
St Agatha-Krankenhaus	Feldgaertenstrasse 97	50735	Köln	190
Kneippsanatorium Jordanbad	-	88400	Biberach	44
St.- Alexius-Krankenhaus	Alexianerplatz 1	41464	Neuss	454
Kreiskrankenhaus	Alte Waibstadter Str.2	74889	Sinsheim	302
Kreiskrankenhaus Arnstadt	Baerwinkelstrasse 33	99310	Arnstadt	384
St.- Elisabeth-Krankenhaus	Biedermannstrasse 84	4277	Leipzig	384
Jugenddorf Buchenhoehe	Buchenhoehe 46	83471	Berchtesgaden	20
Kreiskrankenhaus	Dohuser Weg 10	26409	Wittmund	175
Staedtisches Krankenhaus	Elsa-Brandstroem-Strasse 1	67227	Frankenthal	325
Fachklinik Fuerstenwald	Grundweg 2-4	34379	Calden	60
St.-Hedwig-Krankenhaus	Grosse Hamburger Str 5-11	10115	Berlin	530
Tagesklinik	Alteburger Str 8-12	50678	Köln	24
Tagesklinik	Alteburger Str 8-12	50678	Köln	24
Frauenklinik Rosenheim	Droste-Huelshoff-Strasse 4	83024	Rosenheim	70
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Marienkrankenhaus	Goethestr 19	58239	Schwerte	312
Krankenhaus Maria-Hilf	Am Schoenschede 1	59929	Brilon	225
Kreiskrankenhaus	An der Gontardslust 7	57319	Bad Berleburg	163
Klinikum Leverkusen Ggmbh	Dhuennberg 60	51375	Leverkusen	775
Urolog Klinik	Frischstr 34	86161	Augsburg	58
Kreiskrankenhaus	August-Bebel-Strasse 15	9669	Frankenberg	252
Sana Klinik	Bertelestrasse 75	81479	München	125
Schmerz-Zentrum Mainz	Auf der Steig 14-16	55131	Mainz	80
Krankenhaus Bethesda	Euelsbruchstrasse	57258	Freudenberg	210
Klinikum Suhl	Albert-Schweitzer-Strasse 3	98527	Suhl	835
Vereinskrankenhaus	Burckhardstraße 26	34346	Hannoversch Münden	205
Klinik Golzheim	Friedrich-Lau-Str 11	40474	Düsseldorf	120
St.-Willehad-Hospital	Ansgaristraße 12	26382	Wilhelmshaven	279
Knappschaftskrankenhaus	Dorstener Strasse 151	45657	Recklinghausen	492
Kreiskrankenhaus Heide	Esmarchstraße 50	25746	Heide	457
Robert-Bosch-Krankenhaus	Auerbachstr 110	70469	Stuttgart	479
Kath Krankenhaus Hagen	Dreieckstrasse 17	58097	Hagen	490
Dreifaltigkeitskrankenhaus	Bonnerstrasse 84	50389	Wesseling	200
Kreiskrankenhaus Springe	Eldagsnerstraße 34	31832	Springe	150
Kreiskrankenhaus Sulz	Freudenstaedter Str 13	72172	Sulz	45
Klinikum Bamberg	Buger Strasse 80	96049	Bamberg	793
